,Unnamed: 0,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
30,30,0.59,0.67,0.56,0.41,0.5,0.0,0.47,0.22,0
31,31,0.47,0.47,0.57,0.48,0.5,0.0,0.48,0.22,0
32,32,0.35,0.52,0.48,0.22,0.5,0.0,0.26,0.22,0
33,33,0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22,0
34,34,0.64,0.62,0.29,0.28,0.5,0.0,0.51,0.22,0
35,35,0.55,0.53,0.55,0.46,0.5,0.0,0.52,0.22,0
36,36,0.67,0.62,0.54,0.43,0.5,0.0,0.53,0.22,0
37,37,0.58,0.62,0.54,0.17,0.5,0.0,0.48,0.22,0
38,38,0.46,0.71,0.48,0.53,0.5,0.0,0.53,0.22,0
39,39,0.71,0.59,0.48,0.43,0.5,0.0,0.59,0.22,0
40,40,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22,0
41,41,0.61,0.72,0.31,0.33,0.5,0.0,0.56,0.22,0
42,42,0.52,0.51,0.51,0.54,0.5,0.0,0.55,0.27,0
43,43,0.63,0.56,0.45,0.58,0.5,0.0,0.51,0.22,0
44,44,0.58,0.58,0.58,0.49,0.5,0.0,0.49,0.26,0
45,45,0.72,0.62,0.34,0.29,0.5,0.0,0.56,0.28,0
46,46,0.72,0.61,0.37,0.3,0.5,0.0,0.57,0.22,0
47,47,0.46,0.43,0.38,0.33,0.5,0.0,0.48,0.28,0
48,48,0.57,0.57,0.44,0.37,0.5,0.0,0.52,0.25,0
49,49,0.49,0.46,0.45,0.45,0.5,0.0,0.52,0.22,0
50,50,0.42,0.58,0.41,0.65,0.5,0.0,0.46,0.26,0
51,51,0.59,0.61,0.34,0.22,0.5,0.0,0.51,0.22,0
52,52,0.52,0.77,0.38,0.34,0.5,0.0,0.51,0.22,0
53,53,0.5,0.52,0.6,0.51,0.5,0.0,0.48,0.22,0
54,54,0.49,0.6,0.43,0.56,0.5,0.0,0.36,0.22,0
55,55,0.5,0.41,0.44,0.5,0.5,0.0,0.42,0.22,0
56,56,0.5,0.4,0.56,0.7,0.5,0.0,0.5,0.22,0
57,57,0.37,0.58,0.44,0.51,0.5,0.0,0.44,0.22,0
58,58,0.55,0.45,0.45,0.54,0.5,0.0,0.5,0.22,0
59,59,0.67,0.68,0.46,0.29,0.5,0.0,0.46,0.22,0
60,60,0.47,0.46,0.59,0.49,0.5,0.0,0.56,0.22,0
61,61,0.53,0.44,0.51,0.33,0.5,0.0,0.52,0.22,0
62,62,0.46,0.54,0.71,0.15,0.5,0.0,0.59,0.22,0
63,63,0.4,0.56,0.48,0.14,0.5,0.0,0.47,0.22,0
64,64,0.53,0.53,0.6,0.13,0.5,0.0,0.49,0.22,0
65,65,0.42,0.57,0.72,0.22,0.5,0.0,0.57,0.22,0
66,66,0.44,0.68,0.45,0.51,0.5,0.0,0.52,0.41,0
67,67,0.27,0.39,0.66,0.11,0.5,0.0,0.44,0.22,0
68,68,0.47,0.65,0.54,0.62,0.5,0.0,0.53,0.36,0
69,69,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,0
70,70,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,0
71,71,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,0
72,72,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,0
73,73,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,0
74,74,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,0
75,75,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,0
76,76,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,0
77,77,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,0
78,78,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,0
79,79,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,0
80,80,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,0
81,81,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,0
82,82,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,0
83,83,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,0
84,84,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,0
85,85,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,0
86,86,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,0
87,87,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,0
88,88,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,0
89,89,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,0
90,90,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,0
91,91,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,0
92,92,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,0
93,93,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,0
94,94,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,0
95,95,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,0
96,96,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,0
97,97,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,0
98,98,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,0
99,99,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,0
100,100,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,0
101,101,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,0
102,102,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,0
103,103,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,0
104,104,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,0
105,105,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,0
106,106,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,0
107,107,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,0
108,108,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,0
109,109,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,0
110,110,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,0
111,111,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,0
112,112,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,0
113,113,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,0
114,114,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,0
115,115,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,0
116,116,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,0
117,117,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,0
118,118,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,0
119,119,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,0
120,120,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,0
121,121,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,0
122,122,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,0
123,123,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,0
124,124,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,0
125,125,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,0
126,126,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,0
127,127,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,0
128,128,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,0
129,129,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,0
130,130,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,0
131,131,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,0
132,132,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,0
133,133,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,0
134,134,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,0
135,135,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,0
136,136,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,0
137,137,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,0
138,138,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,0
139,139,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,0
140,140,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,0
141,141,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,0
142,142,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,0
143,143,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,0
144,144,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,0
145,145,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,0
146,146,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,0
147,147,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,0
148,148,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,0
149,149,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,0
150,150,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,0
151,151,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,0
152,152,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,0
153,153,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,0
154,154,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,0
155,155,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,0
156,156,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,0
157,157,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,0
158,158,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,0
159,159,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,0
160,160,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,0
161,161,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,0
162,162,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,0
163,163,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,0
164,164,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,0
165,165,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,0
166,166,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,0
167,167,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3,0
168,168,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,0
169,169,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,0
170,170,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,0
171,171,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,0
172,172,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,0
173,173,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38,0
174,174,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,0
175,175,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,0
176,176,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,0
177,177,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,0
178,178,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,0
179,179,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,0
180,180,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,0
181,181,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,0
182,182,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,0
183,183,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,0
184,184,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,0
185,185,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,0
186,186,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,0
187,187,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,0
188,188,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,0
189,189,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,0
190,190,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,0
191,191,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,0
192,192,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,0
193,193,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,0
194,194,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,0
195,195,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,0
196,196,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,0
197,197,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,0
198,198,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22,0
199,199,0.55,0.41,0.67,0.61,0.5,0.0,0.49,0.14,0
200,200,0.28,0.18,0.72,0.26,0.5,0.0,0.49,0.25,0
201,201,0.61,0.54,0.54,0.38,0.5,0.0,0.54,0.29,0
202,202,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,0
203,203,0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22,0
204,204,0.66,0.37,0.6,0.25,0.5,0.0,0.69,0.22,0
205,205,0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64,0
206,206,0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22,0
207,207,0.59,0.56,0.5,0.48,0.5,0.0,0.46,0.22,0
208,208,0.56,0.71,0.47,0.21,0.5,0.0,0.52,0.22,0
209,209,0.58,0.63,0.52,0.7,0.5,0.0,0.46,0.22,0
210,210,0.47,0.41,0.53,0.27,0.5,0.0,0.47,0.25,0
211,211,0.51,0.59,0.46,0.13,0.5,0.0,0.48,0.22,0
212,212,0.58,0.67,0.49,0.16,0.5,0.0,0.47,0.28,0
213,213,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,0
214,214,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,0
215,215,0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,0
216,216,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,0
217,217,0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,0
218,218,0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,0
219,219,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25,0
220,220,0.63,0.57,0.59,0.4,0.5,0.0,0.38,0.22,0
221,221,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22,0
222,222,0.59,0.6,0.49,0.43,0.5,0.0,0.53,0.31,0
223,223,0.52,0.56,0.54,0.53,0.5,0.0,0.45,0.22,0
224,224,0.42,0.31,0.62,0.12,0.5,0.0,0.4,0.22,0
225,225,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,0
226,226,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,0
227,227,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,0
228,228,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,0
229,229,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,0
230,230,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,0
231,231,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,0
232,232,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,0
233,233,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,0
234,234,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,0
235,235,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,0
236,236,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,0
237,237,0.42,0.65,0.58,0.34,0.5,0.0,0.5,0.22,0
238,238,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,0
239,239,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,0
240,240,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,0
241,241,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,0
242,242,0.46,0.61,0.55,0.29,0.5,0.0,0.49,0.22,0
243,243,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,0
244,244,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22,0
245,245,0.42,0.24,0.34,0.16,0.5,0.0,0.5,0.22,0
246,246,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,0
247,247,0.28,0.58,0.21,0.13,0.5,0.0,0.51,0.22,0
248,248,0.39,0.44,0.35,0.16,0.5,0.0,0.55,0.22,0
249,249,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,0
250,250,0.36,0.58,0.35,0.24,0.5,0.0,0.44,0.22,0
251,251,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22,0
252,252,0.44,0.59,0.36,0.16,0.5,0.0,0.52,0.22,0
253,253,0.54,0.55,0.34,0.31,0.5,0.0,0.54,0.22,0
254,254,0.39,0.58,0.5,0.26,0.5,0.0,0.54,0.59,0
255,255,0.35,0.45,0.43,0.11,0.5,0.0,0.56,0.22,0
256,256,0.42,0.42,0.42,0.2,0.5,0.0,0.49,0.22,0
257,257,0.26,0.5,0.33,0.28,0.5,0.0,0.51,0.22,0
258,258,0.39,0.42,0.38,0.4,0.5,0.0,0.49,0.47,0
259,259,0.26,0.44,0.3,0.11,0.5,0.0,0.51,0.47,0
260,260,0.47,0.54,0.37,0.14,0.5,0.0,0.5,0.22,0
261,261,0.36,0.37,0.33,0.14,0.5,0.0,0.57,0.31,0
262,262,0.55,0.42,0.34,0.3,0.5,0.0,0.52,0.22,0
263,263,0.34,0.42,0.3,0.23,0.5,0.0,0.53,0.22,0
264,264,0.51,0.55,0.35,0.16,0.5,0.0,0.51,0.47,0
265,265,0.52,0.75,0.37,0.14,0.5,0.0,0.46,0.22,0
266,266,0.58,0.6,0.43,0.12,0.5,0.0,0.55,0.22,0
267,267,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,0
268,268,0.58,0.53,0.38,0.18,0.5,0.0,0.52,0.22,0
269,269,0.36,0.46,0.43,0.19,0.5,0.0,0.48,0.22,0
270,270,0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22,0
271,271,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22,0
272,272,0.54,0.55,0.42,0.22,0.5,0.0,0.48,0.22,0
273,273,0.42,0.52,0.4,0.17,0.5,0.0,0.5,0.26,0
274,274,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22,0
275,275,0.35,0.56,0.36,0.3,0.5,0.0,0.53,0.25,0
276,276,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22,0
277,277,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22,0
278,278,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,0
279,279,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,0
280,280,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,0
281,281,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,0
282,282,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,0
283,283,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,0
284,284,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,0
285,285,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,0
286,286,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,0
287,287,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,0
288,288,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,0
289,289,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,0
290,290,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,0
291,291,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,0
292,292,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,0
293,293,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,0
294,294,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,0
295,295,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,0
296,296,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,0
297,297,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,0
298,298,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,0
299,299,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,0
300,300,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,0
301,301,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,0
302,302,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,0
303,303,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,0
304,304,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,0
305,305,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,0
306,306,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,0
307,307,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,0
308,308,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,0
309,309,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,0
310,310,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,0
311,311,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,0
312,312,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,0
313,313,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,0
314,314,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,0
315,315,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,0
316,316,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,0
317,317,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,0
318,318,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,0
319,319,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,0
320,320,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,0
321,321,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,0
322,322,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,0
323,323,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,0
324,324,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,0
325,325,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,0
326,326,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,0
327,327,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,0
328,328,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,0
329,329,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,0
330,330,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,0
331,331,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,0
332,332,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,0
333,333,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,0
334,334,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,0
335,335,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,0
336,336,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,0
337,337,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,0
338,338,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,0
339,339,0.41,0.42,0.23,0.16,0.5,0.0,0.4,0.22,0
340,340,0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22,0
341,341,0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,0
342,342,0.46,0.41,0.43,0.18,0.5,0.0,0.54,0.22,0
343,343,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,0
344,344,0.4,0.65,0.38,0.17,0.5,0.0,0.57,0.22,0
345,345,0.49,0.55,0.41,0.19,0.5,0.0,0.48,0.31,0
346,346,0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22,0
347,347,0.31,0.51,0.38,0.18,0.5,0.0,0.46,0.31,0
348,348,0.31,0.4,0.31,0.17,0.5,0.0,0.52,0.22,0
349,349,0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83,0
350,350,0.59,0.48,0.41,0.53,0.5,0.0,0.48,0.56,0
351,351,0.42,0.51,0.33,0.16,0.5,0.0,0.54,0.22,0
352,352,0.5,0.47,0.45,0.14,0.5,0.0,0.53,0.32,0
353,353,0.49,0.53,0.36,0.15,0.5,0.0,0.52,0.27,0
354,354,0.39,0.63,0.41,0.27,0.5,0.0,0.49,0.22,0
355,355,0.49,0.49,0.4,0.2,0.5,0.0,0.48,0.26,0
356,356,0.33,0.49,0.46,0.22,0.5,0.0,0.53,0.33,0
357,357,0.47,0.41,0.46,0.18,0.5,0.0,0.53,0.22,0
358,358,0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25,0
359,359,0.45,0.5,0.43,0.16,0.5,0.0,0.52,0.28,0
360,360,0.54,0.44,0.38,0.22,0.5,0.0,0.54,0.3,0
361,361,0.22,0.53,0.36,0.22,0.5,0.0,0.54,0.31,0
362,362,0.43,0.41,0.37,0.18,0.5,0.0,0.54,0.31,0
363,363,0.46,0.59,0.38,0.12,0.5,0.0,0.5,0.22,0
364,364,0.43,0.6,0.4,0.12,0.5,0.0,0.49,0.29,0
